alpha,beta,sigma_eta,long_run_log_variance,valid
-1.2119142092369408,0.8953423316530598,0.09398869529616595,-11.579793706271426,True
-1.39728408073651,0.9755704874598086,0.41548530543094353,-57.19656003932531,False
-0.3086140040735661,0.9238609065366528,0.49429698706882247,-4.053292336900891,True
-0.8486668003656086,0.9025891175366567,0.24909392028821908,-8.712238087823202,True
-1.0820751124590395,0.951672810596325,0.20148260554580916,-22.390607147055704,False
-0.8154318432371511,0.8839635583485406,0.26466650290120075,-7.02737718971491,True
-0.4427802629045845,0.9391385874460307,0.3668373913233238,-7.275221594831473,True
-0.6181389987808962,0.8523663470424342,0.47465945196505266,-4.186978960403881,True
-0.8878669531405979,0.9685859562726991,0.15273121067781353,-28.26337675111151,False
-0.7310239686909851,0.9830902736906199,0.4043521369184517,-43.23097578968337,False
-0.2980292600764587,0.8560973750095806,0.4055537124148455,-2.0710481139332977,True
-1.2416822752784733,0.9699095639058152,0.4152109744302402,-41.265014285334225,False
-0.49937160483837895,0.9552249796083228,0.06050163310877765,-11.152906251522374,True
-1.0388437076616208,0.9461681328012161,0.1913421356059412,-19.297931907609733,False
-1.0413253847830608,0.8696234651743341,0.4409607139313637,-7.987061369405759,True
-1.4802890325277995,0.9253519026709695,0.4858232958778828,-19.8302312516158,False
-0.9913955474351973,0.9461856962914333,0.21309193924142605,-18.422528567946106,False
-0.24054597247569576,0.8724786742686202,0.4426516820867133,-1.8863195712252818,True
-0.5228802476332964,0.9698374593535941,0.09509029053732942,-17.335417919962318,False
-0.4239548264815518,0.9840604006253117,0.07922778841578523,-26.597583572569782,False
-0.4088227374929305,0.9809515566344831,0.10826735820880865,-21.462264902601728,False
-0.30470063995915986,0.9333420556764732,0.4581082837112866,-4.571107660930617,True
-0.6210142116497981,0.9883006733631209,0.39549492037086026,-53.08119269806612,False
-0.3338350586576091,0.9138139189847176,0.3221176639390379,-3.873421957756892,True
-0.9392957795466839,0.9906218241411995,0.33931250194212204,-100.15762059582673,False
-0.6822935282096059,0.9904122407004747,0.13372738178211924,-71.16298051447633,False
-0.6959539225057475,0.9596110278170756,0.3011129376758586,-17.231285791421616,False
-0.8222205163432644,0.8919642781183346,0.054819688579203406,-7.610635649233368,True
-0.98769147696212,0.9822295053193926,0.35231273108025746,-55.58041544223117,False
-0.5527272225745677,0.8764621390845801,0.1121866488826416,-4.474152445888571,True
-0.570248214107128,0.9630863795373645,0.47151369542275545,-15.448178936670327,True
-0.2966629279521691,0.9699701761346509,0.28075664304795495,-9.878943322557513,True
-1.1965408678622715,0.9367805820336516,0.13810074301291708,-18.926793481382376,False
-0.37064838388781385,0.8694408378641316,0.3358449442959718,-2.8389304727774904,True
-1.1383347126606567,0.9034385885330561,0.07940082677347635,-11.788712440790553,True
-0.8349662335234055,0.8725130934376266,0.40042427581766227,-6.549427357192133,True
-1.2765574257396644,0.9092628887212064,0.4718933202123139,-14.068746599364268,True
-0.8263677043856373,0.908232549820505,0.28394560057993323,-9.00501978391338,True
-1.457780960533977,0.9111335339162198,0.11048960182586129,-16.404173866434967,False
-0.8570202636305627,0.9180230152342914,0.15043789691022152,-10.454400903862702,True
-1.031817580083359,0.9577615309745972,0.2886054603692948,-24.42838492708646,False
-1.0840476160819932,0.987853413544149,0.050726401098006024,-89.24709999983658,False
-1.0140954139049263,0.9344271908902692,0.1564654459182128,-15.465181798265174,False
-0.41349657895396597,0.8808678389573805,0.25103826608717716,-3.470906389468061,True
-1.0593536467055453,0.871486469887762,0.350086166447274,-8.243129309266916,True
-0.8587437066441018,0.8584124428847206,0.3647567516078076,-6.065107161534824,True
-0.9668018750815014,0.9989760178528759,0.45299985920922886,-944.1589170249079,False
-1.0874800588238092,0.9669896171010028,0.06007942835141942,-32.943576030341845,False
-1.169672412961338,0.902852898863705,0.10023032592746056,-12.040219412417839,True
-0.7377796262684362,0.9560856599827617,0.32446527934869995,-16.800426147331965,False
-1.373431180831436,0.9479043366433673,0.39423765097510505,-26.36363743809729,False
-1.495196485467005,0.9880261219033837,0.24656315109554666,-124.87153062711825,False
-0.6770263896612836,0.9518856453267863,0.2837020236818943,-14.071193394560877,True
-1.2626117048431391,0.9192995557039442,0.25573892695813294,-15.645659895144448,False
-1.3751987878802778,0.9778391453465181,0.26013823516689166,-62.0553137224879,False
-1.117021270041136,0.8525343112432284,0.09231685276830397,-7.574787596072871,True
-0.22017626736473028,0.9699490904971183,0.13807479737006523,-7.326775495550867,True
-0.45986451715029575,0.9625114983768742,0.14861947431513517,-12.266815083017777,True
-0.6204785487801617,0.9552639314032086,0.21097924506855525,-13.869760312927115,True
-0.7302606402845584,0.9261539654622121,0.3002044763423313,-9.888962147464737,True
-1.093286344856412,0.8854298190382796,0.2717434689579727,-9.542503430466736,True
-0.49015206018682544,0.944655691040897,0.1732879800455337,-8.856413051412854,True
-0.30707269676672677,0.9782865759881962,0.25128654751738794,-14.142066981227705,True
-0.245281255488059,0.8683967326944605,0.47928474896605544,-1.8637930540021974,True
-0.4442779015438407,0.9812668451202259,0.4652525672168612,-23.71612813725895,False
-0.261058909147867,0.8972900944629012,0.38363702094015856,-2.541711121071692,True
-0.3528671997257924,0.8566045315757933,0.2795209561264187,-2.460797426888733,True
-1.2326186696892467,0.9437181717621529,0.2296740682286203,-21.900828531727825,False
-0.6594980870697555,0.9842313896072752,0.4108891656050718,-41.82347528695548,False
-0.31424556479009347,0.8595272610947404,0.22235109906334333,-2.2370572912516016,True
-0.22148039033190225,0.9121172025140714,0.29066515500328216,-2.5201791097667847,True
-0.7128251490753368,0.8787756089846936,0.057252309296691756,-5.880212250233801,True
-0.807202128977317,0.950047269392586,0.46699478995103105,-16.159319403802755,True
-0.8382005145127593,0.865339951433886,0.48895786252519946,-6.224567148445875,True
-1.338065316190043,0.9383688157350802,0.4303931361792137,-21.710848690468293,False
-0.31845310046432185,0.8834630631698932,0.07429882032035745,-2.732636613991135,True
-0.6671572237520308,0.9612206042788805,0.2941641866120264,-17.20390973984909,False
-0.9200656300241826,0.9777051362099379,0.1521504143853275,-41.26805342647133,False
-0.9108798700421844,0.9124548969714728,0.05129246339795568,-10.40469242174936,True
-0.45198067429197675,0.9121618754429234,0.4929055025723875,-5.145609341855685,True
-1.4091914841470765,0.9049381727002169,0.26810049328589114,-14.8239469424789,False
-1.442764861030943,0.8659715201323117,0.2374035330076948,-10.764614076465147,True
-1.240687553128685,0.9532887165026547,0.22928277453526102,-26.560767768224462,False
-1.2648895221542502,0.9128336454987178,0.08421799764384873,-14.511212834255264,False
-0.4889189369006981,0.9493098485917268,0.21027765892423345,-9.64524514757913,True
-0.4937689793947262,0.9870357446419069,0.38174390698358085,-38.086952605919244,False
-0.338192071191294,0.9676310989279967,0.06626371802163852,-10.448055386217764,True
-0.28039577740861854,0.9562158392474205,0.1202095038517508,-6.404045951528241,True
-0.8942362146247704,0.9969607319573688,0.49369285431288756,-294.22749230455975,False
-1.3500346527927005,0.8778692600152765,0.16174926980866494,-11.054011897099516,True
-0.5269937701668339,0.9847645036516319,0.13691604045863232,-34.589865542731864,False
-0.8035644059830692,0.9336567164383283,0.3287044219518905,-12.112219396498329,True
-0.579443455515873,0.8722487465101437,0.3009216373770948,-4.535716399541097,True
-1.4605434844238854,0.9765645060040578,0.4159435087311652,-62.32185609899122,False
-1.1074181881872083,0.9532703634463596,0.12155612594042545,-23.698412182513266,False
-1.1422086057700147,0.9368402802917389,0.36549090672821327,-18.084447034374946,False
-0.7904613208086817,0.8522877269675179,0.11975116849937628,-5.3513584523532325,True
-1.164397849125021,0.873560331049254,0.40790100279854885,-9.209118141384941,True
-1.2139119210024394,0.9201430721989449,0.11516765567905582,-15.201084670156822,False
-0.7044536143670085,0.9806157973053868,0.4354750682673882,-36.34163475616023,False
-0.7672594474943113,0.8618121623196441,0.2417218484959986,-5.552293605382762,True
-1.2433990198056235,0.9507680120611062,0.14426447735048697,-25.25591737934523,False
-0.8010215608962268,0.9241545647263584,0.335188113017228,-10.561236256423777,True
-0.29373999061403167,0.9953760066046595,0.2054909821791398,-63.52517521111271,False
-0.26021286212501393,0.9324774345815638,0.31471597817828134,-3.853717057586296,True
-1.1482714657851734,0.9848945404533485,0.47905655858770346,-76.01698327938078,False
-0.8670065801470744,0.9049869860043155,0.3056529564856286,-9.125135007152323,True
-1.0868422486321647,0.9431079595434425,0.24277696094564533,-19.103590588600397,False
-1.3751222939396122,0.8793120441329476,0.4117186201042719,-11.39403086298372,True
-1.461506158405519,0.9287165726380425,0.10339377555522901,-20.502748149080936,False
-0.8281265798032174,0.9933842100561341,0.41526279317174913,-125.17425535419956,False
-0.5866728658188881,0.9105606583567042,0.20011523541608195,-6.5594497347562255,True
-0.6322093786742353,0.8880469237471084,0.055362029520056755,-5.647092512635677,True
-0.14989155984479807,0.9199465719058489,0.4009421994355949,-1.8723940175117821,True
-0.4119150406702847,0.8540565768340382,0.48651871785339934,-2.822429621935545,True
-1.2224102407087223,0.9085180122526102,0.47804822343606723,-13.362305201371191,True
-0.5896896963981206,0.9857650856853868,0.44793565716709666,-41.42558805519186,False
-0.5128619506854574,0.9326599488205831,0.2731045727854134,-7.616001795410254,True
-0.8266483850460297,0.9609059046757022,0.30358705360018945,-21.145095651625205,False
-1.262255942865379,0.9731425323206758,0.23746835603017397,-46.99832307113258,False
-1.093048665866174,0.8987924083883763,0.2288143101598703,-10.800065967982553,True
-0.8888426854322197,0.9806339468654428,0.39450914235137585,-45.896945508537826,False
-0.55707197712219,0.8998418268497461,0.17989104465454997,-5.561922303499782,True
-1.3403753292624514,0.9396922307268083,0.08271989798589316,-22.225582962463868,False
-1.165755001154151,0.9032686591635963,0.33418990280182065,-12.05147154039483,True
-1.1787543227465065,0.8509015639047447,0.15819318312838107,-7.905879857743306,True
-1.4975394283441756,0.8802840221255467,0.499938137697383,-12.509102418347632,True
-0.17740681486811294,0.8521144345463952,0.21916748141798226,-1.199622250650079,True
-0.900535323814803,0.8542698108451061,0.1953865333471665,-6.179469943991089,True
-0.22091016281480136,0.9538747225849964,0.18414557957229588,-4.789351418468517,True
-0.5801967051733281,0.8999544248812208,0.1163045802003864,-5.799324002930555,True
-1.203548167958212,0.8581728144251995,0.3584153640663621,-8.486018833980555,True
-1.0291530718808877,0.9828343444139445,0.3237279314597419,-59.95419555760612,False
-0.22240474120346287,0.865972167432772,0.13275017062915032,-1.6593922093898321,True
-1.1485480606266263,0.9802943635317006,0.2162967885575764,-58.285255717281984,False
-0.9390083405903227,0.9166852764730885,0.4383766250106575,-11.27061701509474,True
-0.11670438668424454,0.9318054786863009,0.12652311462562946,-1.7113454928057497,True
-1.144441303819669,0.8517893039681531,0.13928994534652495,-7.721718704929072,True
-0.6801581076927873,0.9234022419397855,0.19912972406219015,-8.879608554053318,True
-0.6651340908816075,0.9375552213463829,0.13480478222770198,-10.651556546803132,True
-1.2399177864370872,0.8557426746350518,0.13230595839789058,-8.59518075286847,True
-0.4109715513108969,0.9805492701799492,0.35146662106869997,-21.128849925582045,False
-1.4909578586985568,0.9774311360235522,0.4296148800605707,-66.06260112402998,False
-1.466209675104129,0.9980218127475087,0.4344688179499844,-741.1885165358268,False
-0.48018160421200795,0.8680769040150961,0.4528759798975863,-3.639860030778504,True
-1.2538181550839342,0.9350614969699489,0.4844894886864253,-19.307777305918403,False
-0.6014444153554621,0.8520312000731207,0.29239927190526666,-4.064670495757712,True
-0.19363501522847937,0.9236311261680604,0.22751021436027813,-2.5355227268978773,True
-1.0624402639875585,0.9298473192145896,0.05851372538534161,-15.144685165167827,False
-1.2134884638745078,0.9608338005306468,0.41458954047572627,-30.98305376359123,False
-1.4545835816797634,0.9172725225568945,0.21805135418816757,-17.582834949610668,False
-0.9768225568557012,0.960105391826521,0.2706790361227972,-24.48507709633478,False
-1.429275064034672,0.9064050054529932,0.07292399037842072,-15.270849375570378,False
-1.3534592356994726,0.9643512932792718,0.15513357171067954,-37.96657327017406,False
-1.4004233446193972,0.8614500722349222,0.3195059837397154,-10.107716165640477,True
-0.39913256024042254,0.9882764923900386,0.05415168760043156,-34.045489926690585,False
-0.2911562229735247,0.8843928243610439,0.23074694665383705,-2.5184961172549745,True
-1.21110177591745,0.9961068373172366,0.39411436017603574,-311.08429690839364,False
-0.7001557969983274,0.9336650990621309,0.2939416800997414,-10.554863082619368,True
-1.3741477565673488,0.96505052119555,0.33151019867942166,-39.3181187123278,False
-0.7046959451442918,0.920826953454968,0.1351238777150267,-8.900705175510398,True
-0.255022113173766,0.9165178032371866,0.3552401162009191,-3.0548083670860446,True
-1.4255581584074317,0.8677008304063973,0.19530024905857085,-10.775261574101103,True
-0.17514082597442981,0.8527183908912773,0.36445872215598296,-1.1891561141563953,True
-0.11732048088897185,0.9211143124199346,0.1073175944802918,-1.487221376753506,True
-0.2906590930059145,0.9421228007839807,0.11216127080250898,-5.021996519234912,True
-0.4816444941996392,0.9666654715925793,0.06366901846046667,-14.448816803792523,False
-1.4158265108565675,0.9067595148758261,0.09919344329310126,-15.184675508402028,False
-0.2434789294353319,0.9792392857446425,0.49218428668073627,-11.727868629206702,True
-0.9406548094383128,0.8671482328370718,0.20016124832251575,-7.080483982457697,True
-0.784815304402277,0.9675047080166116,0.14641459601746304,-24.151661871617417,False
-0.3444293625518384,0.8850510728585184,0.053639627685653064,-2.9963686579510855,True
-0.9355764396995054,0.8899577654117704,0.1636431999829017,-8.50197602039224,True
-0.5082682894594887,0.8648930811851255,0.2238621474991559,-3.761970844408979,True
-1.2304811816601942,0.9085442770912516,0.20535622483229193,-13.454392382726331,True
-1.437911507210169,0.9301299549730693,0.1534531520158535,-20.57979934972047,False
-1.3927625082777642,0.9071182113994066,0.4845614992911558,-14.995000949721875,True
-1.3191785334586181,0.9772267602252364,0.37843073237960945,-57.92669582834134,False
-0.9747428545210242,0.9083657526178595,0.27595633250216195,-10.637320460068524,True
-0.8627991374746462,0.9270691084213916,0.20815820804994356,-11.830365964259187,True
-1.3754217821005175,0.9717137614718782,0.38279482679937366,-48.625121390144876,False
-0.6593905116918298,0.8532775773779326,0.09966605557064302,-4.4941359330626,True
-0.2592040688065904,0.9208811960833052,0.11309581145136424,-3.2761373526261814,True
-1.2556257807509739,0.9764106524139247,0.44948114827503033,-53.22850817172082,False
-0.9523980533796024,0.9940696590737864,0.3764828331779939,-160.59752132795026,False
-0.10611808276410595,0.8692821452942097,0.1670225981908553,-0.811810161687157,True
-0.7201592255648928,0.9131293586478318,0.19731713148537228,-8.29001851897711,True
-1.333264348718965,0.860423260927174,0.49586544599875054,-9.552195857099921,True
-1.2204734814013118,0.9576033973288255,0.437821145775615,-28.787058502475553,False
-0.9186078121063678,0.9341775711191548,0.12905353290474544,-13.955847994750753,True
-1.4113069292230893,0.8532969580781004,0.29926042673445546,-9.620161318634601,True
-0.6940959590074188,0.9730708476439393,0.36319496431840015,-25.774890714345254,False
-0.22633305027104456,0.8510568557843065,0.37917201492543173,-1.519593610453651,True
-0.7606382317829389,0.946581611975674,0.24387961393917096,-14.239258426078958,True
-1.0794541811398708,0.8772195710541486,0.4026548274481357,-8.791744664908538,True
-0.5454847636879054,0.8973304557114438,0.41462487352805366,-5.313014365338975,True
-0.5389273215280428,0.8677259371572371,0.0758747433973252,-4.074323491285496,True
-0.9975715159181954,0.9803415324389131,0.40266001777315935,-50.74513121729006,False
-0.9309361937877715,0.8860252367517604,0.32766158850410887,-8.167915135389851,True
-0.7845298407843146,0.9613822646738408,0.050947200481649545,-20.31527312925788,False
-1.1773798068962926,0.862899168089552,0.15690302368227035,-8.587692652845009,True
-1.0932153326419822,0.9389800595835825,0.36960873238287595,-17.915706327826108,False
-1.0474049525036988,0.9985785316688895,0.11825833676436354,-736.8471949603437,False
-0.9340568784882587,0.9848251649110105,0.08833445147883826,-61.55301675508724,False
-0.9541815190046995,0.8704421879245978,0.11977869484344827,-7.364909176216787,True
-1.2782467046021622,0.9228891901538896,0.3708844742809071,-16.576751134544583,False
-0.10714294888286702,0.9396182254108558,0.09455046021753133,-1.774425306508462,True
-0.766607433410225,0.9055925293383468,0.34849649283915096,-8.120198836357645,True
-1.0694015208176604,0.9687653758755055,0.06548804288575096,-34.237694571103376,False
-0.5140971986550639,0.8766536318087099,0.25632538758390283,-4.167915165996481,True
-1.2496074838803153,0.9736740475844654,0.1826512931815702,-47.466753117085275,False
-0.20132721281983246,0.9826215260814977,0.2070871954868702,-11.5848614650499,True
-1.227960668706759,0.8681394279154412,0.12358386468455615,-9.312568945319752,True
-0.9170562663889164,0.8946574439953888,0.06461204118434578,-8.705468152384435,True
-1.2282062394164501,0.9353200829256308,0.3856155531270809,-18.988989086121663,False
-1.1656339608467214,0.8757408273240582,0.31494927546151363,-9.380667324146795,True
-1.4029458242219217,0.8551558265229907,0.13396032682758538,-9.685897544540218,True
-0.44448550856910507,0.925350921501042,0.23888260702073588,-5.954333496230763,True
-1.446973596912425,0.8694130863693603,0.4525402022020819,-11.080540589274797,True
-0.4935714859704339,0.9461383480461906,0.12952982813037994,-9.163690084992378,True
-0.24746553163737217,0.9422793535012942,0.33160468409303123,-4.287296602662288,True
-1.3046010465315223,0.9236696228449037,0.09326287216117712,-17.09150531092875,False
-0.13665571328229764,0.9629085205867223,0.49100072515799525,-3.684288560174784,True
-1.1512380106506823,0.8767963027364134,0.20857809338957445,-9.34418395080856,True
-0.5185087328565844,0.9075024425931364,0.39201506880999243,-5.605647839713759,True
-1.1231243415693803,0.9530503384363931,0.2967926830464825,-23.921883655067102,False
-0.3158978003999775,0.9565664754581068,0.08269579981909597,-7.273132994198587,True
-0.641168186580423,0.9796507956194993,0.19088056026433725,-31.50826806746372,False
-1.0138172483739711,0.9232055343478663,0.2697472883730987,-13.201696759847215,True
-0.80447462331646,0.9541953167146217,0.057550939443935696,-17.5631521847737,False
-1.1127979218977218,0.9721886893499604,0.27219429679503526,-40.01242285559587,False
-0.3825794082633962,0.8564033198650017,0.46791535782909827,-2.6642636020813657,True
-0.6152422319318884,0.8653279506461445,0.3356478075216793,-4.568447832224772,True
-0.7267073131547881,0.9831337026189124,0.11744859774023299,-43.08635717342772,False
-0.23904795416227942,0.8719046156711585,0.2635864983684751,-1.866171489431694,True
-0.33953118673090743,0.9072546459917807,0.10861587878500012,-3.660896983592489,True
-0.645613065892651,0.9822749866909525,0.37001033492488317,-36.42384096620709,False
-0.744457720622884,0.9127173002028837,0.18660809230248232,-8.529270088497876,True
-1.058957472029912,0.8609873429750358,0.412259508591829,-7.617705428360684,True
-1.3481332610741663,0.9831216421450969,0.39921356191013396,-79.87348488896616,False
-0.44465721706568484,0.905228316003362,0.3792960586537663,-4.691878399896943,True
-1.2765400657968373,0.8703294500871813,0.43141662933115943,-9.844487176580131,True
-1.3701689581091572,0.94701433675331,0.24283556019024305,-25.85923954051386,False
-0.4692133444666564,0.9741732034544057,0.17066158607096057,-18.16769430302026,False
-0.4342953117586634,0.9390787398772485,0.4602350469654638,-7.128797252118443,True
-0.13310600859150168,0.9152483640696424,0.35303822242279675,-1.570542056567238,True
-0.5019126578006313,0.9163995290302878,0.30595474318661015,-6.003706103312147,True
-0.1664054665999415,0.9766648896939031,0.08126793394958327,-7.131119776899603,True
-0.5909635217501373,0.9044491713160572,0.43224302258154296,-6.184807917311636,True
-0.15458687239642854,0.9223329570187556,0.4126319628996837,-1.9903792710861843,True
-1.4669532128567053,0.9424540243157014,0.3900173553817675,-25.491847091176556,False
-1.0253092266268644,0.9224715608774109,0.22872865776087792,-13.224943494678518,True
-0.25558898856238876,0.8752388806992556,0.10006146095442656,-2.0486269279636367,True
-1.1098499925608625,0.8790559903821146,0.1450492663310969,-9.176560261788573,True
-1.354363790626124,0.9390403074937336,0.3654932838791262,-22.217365851819228,False
-0.25135826847506904,0.8867330219958254,0.1445862402130453,-2.2191663705003664,True
-0.5809448837177642,0.8631010534117601,0.3983530077546128,-4.243603754418294,True
-0.537277913250239,0.8781476804256753,0.3479223011884559,-4.409254703785284,True
-1.4436330828621544,0.8782154802044869,0.16713613364978336,-11.853994951789778,True
-0.5725728417471246,0.9635946229514123,0.16728651585273213,-15.72769981156772,False
-1.2923732573921392,0.9565599266817756,0.13865368262760305,-29.750715380352496,False
-1.3499973461085606,0.9749402461311276,0.12856025073840727,-53.871133498459486,False
-0.15880677643206043,0.9757152157097133,0.49933579553387264,-6.539352976488212,True
-0.5542618180440684,0.9762913302672822,0.40010105412147906,-23.37802265131692,False
-1.3815655326791112,0.8690310196642632,0.12148559159107157,-10.548799640475869,True
-0.966488484352227,0.9893280378154046,0.16602752440769095,-90.563334805226,False
-1.181765799585437,0.941771931090271,0.3696196448233376,-20.29546611647948,False
-1.1331157502890132,0.8685910674492348,0.33776993059969695,-8.622821358443602,True
-0.4550028385141589,0.944479251445545,0.08062224520241575,-8.195185590264334,True
-0.7115186957509447,0.9702274725632628,0.33666184661921617,-23.898498280430868,False
-0.8806702922133455,0.8645253964133804,0.1864907590442138,-6.500630146891434,True
-1.4309238838309157,0.9526077796315017,0.13583649863830155,-30.19322312195469,False
-0.17797424542901763,0.8603745975343752,0.38522488328884996,-1.2746552008889223,True
-1.1763315115923332,0.9364687129813412,0.052839385502608055,-18.515782802367124,False
-1.409581298151745,0.8879546756920585,0.22039708866369473,-12.58045622928183,True
-1.4537323058119667,0.923767663556084,0.3401058396344667,-19.069759286224613,False
-0.9688972268635678,0.9363701844164904,0.2806526701539088,-15.227094687897688,False
-0.3155793346508886,0.9945306204142782,0.45534115442445855,-57.69929289141507,False
-0.4939860288181501,0.8795848780413508,0.4271356351496247,-4.102358746834022,True
-1.316818265091188,0.9117476818969745,0.24576207914173925,-14.921061490463497,False
-1.1178438054964661,0.972064871993938,0.41968490851558343,-40.01570371375747,False
-0.5518283057204875,0.908130679981803,0.2664466735142607,-6.006665833721029,True
-1.492284768061305,0.9764529880463244,0.42178143351296854,-63.374697859630786,False
-1.0265281384976435,0.8857600497944559,0.08617049861869377,-8.985719414711593,True
-0.8285941656754389,0.9836803928208246,0.2571854195916613,-50.772923427517725,False
-1.14564019087708,0.9599787590033161,0.21905313096254014,-28.62580375686015,False
-0.7778242138527507,0.9383675438140836,0.26165353630441257,-12.620366962277433,True
-1.365296654410159,0.9245826058119095,0.35064788841706057,-18.103206416879356,False
-0.2314905471599893,0.8959669601846062,0.2555947702849199,-2.225163732317813,True
-0.74401354446888,0.9734015127096871,0.1774764104392002,-27.97202473765672,False
-0.6166223604823353,0.9249246479553647,0.19619916017324068,-8.213379540541194,True
-0.14792767395736073,0.8704647295734572,0.21964381976592678,-1.1419876105577589,True
-0.48994958320309023,0.8748561622378351,0.2739649810035989,-3.9150915615536466,True
-1.0787647919110825,0.8547023344604673,0.11379630927202856,-7.424515651406466,True
-1.144693597794042,0.8562467289662526,0.15076032926068575,-7.9629047016628585,True
-1.1034856938987563,0.9411870721014484,0.4043957853259257,-18.762638306363446,False
-1.2590366802201005,0.9606655738203655,0.3844577986236539,-32.00851779228373,False
-0.8390209695247537,0.9491572130756831,0.3641637137160009,-16.50226158478874,False
-0.1227837335066917,0.9245425877289241,0.2656892396930439,-1.6271924760101626,True
-0.46131020722872895,0.9488493969995428,0.4722350862961675,-9.01866605999945,True
-1.1059954821524207,0.9077803443601434,0.25197407588456383,-11.993055867304916,True
-0.33327199659379425,0.9457348198367509,0.23094512333197248,-6.141544091279024,True
-1.4245362946784532,0.880854496088882,0.31181282526950954,-11.956274033984117,True
